Date,"Watch time (minutes)",Views,"Average view duration","Average percentage viewed","Card clicks","Cards shown","Clicks per card shown","Card teaser clicks","Card teasers shown","Clicks per card teaser shown","End screen elements shown","End screen element clicks","Clicks per end screen element shown","Estimated partner revenue usd","Estimated partner ad revenue usd","Estimated partner adsense revenue usd","Estimated partner doubleclick revenue usd","Partner transaction revenue usd",Transactions,"Partner revenue per transaction usd","Estimated monetized playbacks","Playback based cpm usd","Ad impressions","Cpm usd","Youtube ad revenue usd","Youtube red watch time (minutes)","Youtube red views","Youtube red partner revenue usd","Youtube red watch time (hours)","Annotation clicks","Clickable annotations shown","Annotation click through rate","Annotation closes","Closable annotations shown","Annotation close rate","Annotations shown","Videos published","Videos added",Likes,"Likes added","Likes removed",Dislikes,"Dislikes added","Dislikes removed",Shares,Comments,"Videos in playlists","Videos added to playlists","Videos removed from playlists",Subscribers,"Subscribers gained","Subscribers lost","Watch time (hours)"
2016-06-08,388,35,11.1,18.55,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,31,0.00,0,0,0.00,31,,,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6
2016-06-09,203,20,10.1,16.24,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,18,0.00,0,0,0.00,18,,,0,0,0,0,0,0,2,0,1,1,0,1,1,0,3
2016-06-10,227,27,8.4,12.51,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,20,0.00,0,0,0.00,20,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4
2016-06-11,222,17,13.1,22.67,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,13,0.00,0,0,0.00,13,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2016-06-12,254,17,14.9,23.88,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,16,0.00,0,0,0.00,16,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2016-06-13,40,15,2.7,4.52,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,11,0.00,0,0,0.00,11,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2016-06-14,49,14,3.5,4.83,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,5,1,0.00,0,0,10,0.00,0,0,0.00,10,,,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
2016-06-15,58,7,8.3,11.82,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,7,0.00,0,0,0.00,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-16,65,27,2.4,4.11,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,2,5,0.00,0,0,26,0.00,0,0,0.00,26,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2016-06-17,238,16,14.9,25.21,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,11,0.00,0,0,0.00,11,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2016-06-18,285,23,12.4,21.25,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,23,0.00,0,0,0.00,23,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2016-06-19,121,13,9.3,15.84,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,9,0.00,0,0,0.00,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2016-06-20,49,19,2.6,4.40,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,16,0.00,0,0,0.00,16,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-21,68,15,4.5,7.08,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,2,0.00,0,0,10,0.00,0,0,0.00,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-22,144,13,11.1,17.80,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,12,0.00,0,0,0.00,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2016-06-23,75,11,6.9,11.61,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,9,0.00,0,0,0.00,9,,,0,0,0,0,0,0,0,0,14,14,0,1,1,0,1
2016-06-24,44,5,8.8,15.01,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,5,0.00,0,0,0.00,5,,,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
2016-06-25,2,4,0.5,0.73,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,3,0.00,0,0,0.00,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26,226,9,25.1,44.24,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,9,0.00,0,0,0.00,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2016-06-27,325,29,11.2,18.10,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,1,0.00,0,0,28,0.00,0,0,0.00,28,,,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5
2016-06-28,61,20,3.1,4.67,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,2,2,0.00,0,0,17,0.00,0,0,0.00,17,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2016-06-29,74,11,6.7,11.31,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,8,0.00,0,0,0.00,8,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2016-06-30,253,19,13.3,21.78,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,18,0.00,0,0,0.00,18,,,0,0,0,0,0,0,0,0,1,1,0,3,3,0,4
2016-07-01,83,17,4.9,8.63,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,13,0.00,0,0,0.00,13,,,0,0,0,0,0,0,3,0,0,0,0,1,1,0,1
2016-07-02,168,14,12.0,19.09,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,13,0.00,0,0,0.00,13,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3
2016-07-03,211,20,10.5,17.48,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,18,0.00,0,0,0.00,18,,,0,0,0,0,0,0,0,0,1,1,0,2,2,0,4
2016-07-04,391,28,14.0,23.48,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,26,0.00,0,0,0.00,26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2016-07-05,725,68,10.7,17.28,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,63,0.00,0,0,0.00,63,,,0,0,0,0,0,0,0,0,2,3,1,5,5,0,12
2016-07-06,311,53,5.9,9.53,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,43,0.00,0,0,0.00,43,,,0,0,0,0,0,0,0,0,0,0,0,6,6,0,5
2016-07-07,336,35,9.6,16.48,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,31,0.00,0,0,0.00,31,0,2,0,0,0,0,0,0,1,0,1,1,0,6,7,1,6
2016-07-08,6580,265,24.8,160.51,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,1,199,0.50,0,0,0.00,199,0,5,0,1,1,0,0,0,0,2,2,3,1,12,12,0,110
2016-07-09,201,42,4.8,7.98,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,33,0.00,0,0,0.00,33,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,3
2016-07-10,368,38,9.7,15.75,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,35,0.00,0,0,0.00,35,,,0,0,0,0,0,0,0,0,1,1,0,1,1,0,6
2016-07-11,212,37,5.7,8.91,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,33,0.00,0,0,0.00,33,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
2016-07-12,3443,448,7.7,12.67,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,2,3,0.00,0,0,324,0.00,0,0,0.00,324,1,0,7,7,0,0,0,0,6,0,16,16,0,17,17,0,57
2016-07-13,1884,274,6.9,11.31,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,1,204,0.49,0,0,0.00,204,,,2,2,0,0,0,0,4,0,5,5,0,4,4,0,31
2016-07-14,914,151,6.1,9.72,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,1,116,0.86,0,0,0.00,116,0,1,0,0,0,0,0,0,1,0,0,1,1,2,2,0,15
2016-07-15,1084,140,7.7,12.67,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,95,0.00,0,0,0.00,95,1,0,2,2,0,0,0,0,8,1,6,6,0,2,2,0,18
2016-07-16,454,68,6.7,10.91,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,33,0.00,0,0,0.00,33,,,1,1,0,0,0,0,2,0,1,1,0,2,2,0,8
2016-07-17,631,52,12.1,19.81,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,34,0.00,0,0,0.00,34,,,1,1,0,0,0,0,0,0,1,1,0,3,3,0,11
2016-07-18,322,67,4.8,7.85,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,53,0.00,0,0,0.00,53,,,0,0,0,0,0,0,3,0,0,0,0,1,1,0,5
2016-07-19,1364,233,5.9,9.67,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,1,0.00,0,0,164,0.00,0,0,0.00,164,,,3,3,0,0,0,0,6,0,6,7,1,10,10,0,23
2016-07-20,494,85,5.8,9.40,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,57,0.00,0,0,0.00,57,,,1,1,0,0,0,0,1,0,1,1,0,2,2,0,8
2016-07-21,347,51,6.8,11.18,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,30,0.00,0,0,0.00,30,,,2,2,0,0,0,0,0,0,0,0,0,1,2,1,6
2016-07-22,388,65,6.0,9.91,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,45,0.00,0,0,0.00,45,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2016-07-23,319,42,7.6,12.69,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,36,0.00,0,0,0.00,36,,,0,0,0,0,0,0,1,0,0,0,0,1,1,0,5
2016-07-24,136,36,3.8,6.12,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,22,0.00,0,0,0.00,22,,,1,1,0,0,0,0,0,1,1,1,0,2,2,0,2
2016-07-25,555,91,6.1,10.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,78,0.00,0,0,0.00,78,,,2,2,0,0,0,0,1,0,4,4,0,7,7,0,9
2016-07-26,373,84,4.4,7.21,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,74,0.00,0,0,0.00,74,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
2016-07-27,518,61,8.5,14.01,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,49,0.00,0,0,0.00,49,,,0,0,0,0,0,0,0,0,1,1,0,1,1,0,9
2016-07-28,885,62,14.3,23.22,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,53,0.00,0,0,0.00,53,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
2016-07-29,3330,160,20.8,84.24,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,117,0.00,0,0,0.00,117,0,1,4,4,0,0,0,0,2,1,3,3,0,0,0,0,55
2016-07-30,441,29,15.2,24.94,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,24,0.00,0,0,0.00,24,,,1,1,0,0,0,0,0,0,2,2,0,0,0,0,7
2016-07-31,197,30,6.6,10.95,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,46,2,0.00,1,0,20,0.00,0,0,0.00,20,,,0,0,0,0,0,0,0,0,18,18,0,3,3,0,3
2016-08-01,261,29,9.0,14.40,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,25,0.00,0,0,0.00,25,0,1,0,0,0,0,0,0,0,0,2,2,0,1,1,0,4
2016-08-02,633,86,7.4,10.99,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,73,0.00,0,0,0.00,73,1,0,0,0,0,0,0,0,1,0,5,8,3,1,1,0,11
2016-08-03,541,51,10.6,16.62,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,37,0.00,0,0,0.00,37,,,0,0,0,0,0,0,0,0,1,1,0,1,1,0,9
2016-08-04,218,30,7.3,11.39,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,25,0.00,0,0,0.00,25,,,0,0,0,0,0,0,0,0,1,1,0,1,1,0,4
2016-08-05,160,38,4.2,6.44,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,32,0.00,0,0,0.00,32,,,1,1,0,0,0,0,0,0,3,3,0,1,1,0,3
2016-08-06,119,15,7.9,12.39,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,12,0.00,0,0,0.00,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2016-08-07,221,22,10.1,15.34,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,18,0.00,0,0,0.00,18,,,2,2,0,0,0,0,0,0,0,0,0,1,1,0,4
2016-08-08,409,68,6.0,9.51,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,58,0.00,0,0,0.00,58,,,1,1,0,0,0,0,4,0,2,2,0,0,1,1,7
2016-08-09,210,52,4.0,6.04,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,45,0.00,0,0,0.00,45,,,0,0,0,0,0,0,1,0,1,1,0,0,0,0,4
2016-08-10,552,64,8.6,13.30,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,54,0.00,0,0,0.00,54,,,0,0,0,1,1,0,1,0,1,2,1,0,0,0,9
2016-08-11,241,51,4.7,7.23,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,31,0.00,0,0,0.00,31,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4
2016-08-12,263,37,7.1,10.68,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,34,0.00,0,0,0.00,34,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4
2016-08-13,381,31,12.3,18.88,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,30,0.00,0,0,0.00,30,,,0,0,0,0,0,0,1,0,2,2,0,1,2,1,6
2016-08-14,121,25,4.9,7.66,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,25,0.00,0,0,0.00,25,,,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2
2016-08-15,243,30,8.1,13.15,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,26,0.00,0,0,0.00,26,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4
2016-08-16,210,28,7.5,12.30,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,20,0.00,0,0,0.00,20,,,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4
2016-08-17,385,38,10.1,16.03,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,30,0.00,0,0,0.00,30,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2016-08-18,437,34,12.9,19.86,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,27,0.00,0,0,0.00,27,,,0,0,0,0,0,0,1,0,0,0,0,-1,0,1,7
2016-08-19,208,29,7.2,10.50,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,17,0.00,0,0,0.00,17,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
2016-08-20,194,27,7.2,11.44,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,23,0.00,0,0,0.00,23,,,1,1,0,0,0,0,0,0,2,2,0,0,1,1,3
2016-08-21,273,31,8.8,13.70,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,23,0.00,0,0,0.00,23,,,0,0,0,0,0,0,0,0,-1,0,1,2,2,0,5
2016-08-22,149,26,5.7,9.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,23,0.00,0,0,0.00,23,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2016-08-23,101,17,5.9,9.49,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,1,13,7.69,0,0,0.00,13,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2016-08-24,311,30,10.4,16.39,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,27,0.00,0,0,0.00,27,,,1,1,0,0,0,0,0,0,1,1,0,1,1,0,5
2016-08-25,400,38,10.5,16.69,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,31,0.00,0,0,0.00,31,,,0,0,0,0,0,0,0,0,0,0,0,2,2,0,7
2016-08-26,164,23,7.1,11.15,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,18,0.00,0,0,0.00,18,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2016-08-27,178,10,17.8,29.41,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,5,0.00,0,0,0.00,5,,,0,0,0,0,0,0,0,0,1,1,0,2,2,0,3
2016-08-28,237,24,9.9,15.87,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,1,19,5.26,0,0,0.00,19,,,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4
2016-08-29,184,21,8.8,14.04,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,14,0.00,0,0,0.00,14,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3
2016-08-30,477,38,12.5,19.53,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,33,0.00,0,0,0.00,33,,,0,0,0,0,0,0,1,0,0,0,0,-1,0,1,8
2016-08-31,559,33,16.9,26.89,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,31,0.00,0,0,0.00,31,,,0,0,0,0,0,0,0,0,0,0,0,2,2,0,9
2016-09-01,325,36,9.0,14.04,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,32,0.00,0,0,0.00,32,,,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5
2016-09-02,152,31,4.9,7.49,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,24,0.00,0,0,0.00,24,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2016-09-03,97,10,9.7,15.39,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,7,0.00,0,0,0.00,7,,,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2
2016-09-04,243,30,8.1,13.07,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,20,0.00,0,0,0.00,20,,,0,0,0,0,0,0,1,0,2,2,0,0,0,0,4
2016-09-05,202,19,10.6,16.28,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,75,3,0.00,1,0,12,0.00,0,0,0.00,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2016-09-06,214,35,6.1,9.48,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,1,0.00,0,0,32,0.00,0,0,0.00,32,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4
2016-09-07,482,35,13.8,21.56,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,27,0.00,0,0,0.00,27,,,2,2,0,0,0,0,1,0,1,1,0,3,3,0,8
2016-09-08,162,28,5.8,9.44,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,22,0.00,0,0,0.00,22,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
